[07-29 16:50:44]1,Short Sword, Character ID:3
[07-29 16:50:44]5662,Lance Bloodmoon Armor, Character ID:2
[07-29 16:50:44]5663,Lance Bloodmoon Gloves, Character ID:2
[07-29 16:50:44]5664,Lance Bloodmoon Boots, Character ID:2
[07-29 16:50:44]5665,Carsise Bloodmoon Helmet, Character ID:1
[07-29 16:50:44]5666,Carsise Bloodmoon Armor, Character ID:1
[07-29 16:50:44]5667,Carsise Bloodmoon Gloves, Character ID:1
[07-29 16:50:44]5668,Carsise Bloodmoon Boots, Character ID:1
[07-29 16:50:44]5669,Phyllis Bloodmoon Helmet, Character ID:1
[07-29 16:50:44]5670,Phyllis Bloodmoon Armor, Character ID:1
[07-29 16:50:44]5671,Phyllis Bloodmoon Gloves, Character ID:1
[07-29 16:50:44]5672,Phyllis Bloodmoon Boots, Character ID:1
[07-29 16:50:44]5673,Ami Bloodmoon Helmet, Character ID:1
[07-29 16:50:44]5674,Ami Bloodmoon Armor, Character ID:1
[07-29 16:50:44]5675,Ami Bloodmoon Gloves, Character ID:1
[07-29 16:50:44]5676,Ami Bloodmoon Boots, Character ID:1
[07-29 16:50:44]5677,Lance Wild West Hat, Character ID:2
[07-29 16:50:44]5678,Lance Wild West Shirt, Character ID:2
[07-29 16:50:44]5679,Lance Wild West Gloves, Character ID:2
[07-29 16:50:44]5680,Lance Wild West Boots, Character ID:2
[07-29 16:50:44]5681,Carsise Wild West Hat, Character ID:1
[07-29 16:50:44]5682,Carsise Wild West Shirt, Character ID:1
[07-29 16:50:44]5683,Carsise Wild West Gloves, Character ID:1
[07-29 16:50:44]5684,Carsise Wild West Boots, Character ID:1
[07-29 16:50:44]5685,Phyllis Wild West Hat, Character ID:1
[07-29 16:50:44]5686,Phyllis Wild West Shirt, Character ID:1
[07-29 16:50:44]5687,Phyllis Wild West Gloves, Character ID:1
[07-29 16:50:44]5688,Phyllis Wild West Boots, Character ID:1
[07-29 16:50:44]5689,Ami Wild West Hat, Character ID:1
[07-29 16:50:44]5690,Ami Wild West Shirt, Character ID:1
[07-29 16:50:44]5691,Ami Wild West Gloves, Character ID:1
[07-29 16:50:44]5692,Ami Wild West Boots, Character ID:1
[07-29 16:50:44]5726,Wanderer's Hat-Lance, Character ID:2
[07-29 16:50:44]5727,Wanderer's Robe-Lance, Character ID:2
[07-29 16:50:44]5728,Wanderer's Gloves-Lance, Character ID:2
[07-29 16:50:44]5729,Wanderer's Boots-Lance, Character ID:2
[07-29 16:50:44]5730,Wanderer's Hat-Carsise, Character ID:1
[07-29 16:50:44]5731,Wanderer's Robe-Carsise, Character ID:1
[07-29 16:50:44]5732,Wanderer's Gloves-Carsise, Character ID:1
[07-29 16:50:44]5733,Wanderer's Boots-Carsise, Character ID:1
[07-29 16:50:44]5734,Wanderer's Hat-Phyllis, Character ID:1
[07-29 16:50:44]5735,Wanderer's Robe-Phyllis, Character ID:1
[07-29 16:50:44]5736,Wanderer's Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5737,Wanderer's Boots-Phyllis, Character ID:1
[07-29 16:50:44]5738,Wanderer's Hat-Ami, Character ID:1
[07-29 16:50:44]5739,Wanderer's Robe-Ami, Character ID:1
[07-29 16:50:44]5740,Wanderer's Gloves-Ami, Character ID:1
[07-29 16:50:44]5741,Wanderer's Boots-Ami, Character ID:1
[07-29 16:50:44]5742,Battle King's Hat-Lance, Character ID:2
[07-29 16:50:44]5743,Battle King's Robe-Lance, Character ID:2
[07-29 16:50:44]5744,Battle King's Gloves-Lance, Character ID:2
[07-29 16:50:44]5745,Battle King's Boots-Lance, Character ID:2
[07-29 16:50:44]5746,Battle King's Hat-Carsise, Character ID:1
[07-29 16:50:44]5747,Battle King's Robe-Carsise, Character ID:1
[07-29 16:50:44]5748,Battle King's Gloves-Carsise, Character ID:1
[07-29 16:50:44]5749,Battle King's Boots-Carsise, Character ID:1
[07-29 16:50:44]5850,Battle King's Hat-Phyllis, Character ID:1
[07-29 16:50:44]5851,Battle King's Robe-Phyllis, Character ID:1
[07-29 16:50:44]5852,Battle King's Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5853,Battle King's Boots-Phyllis, Character ID:1
[07-29 16:50:44]5854,Battle King's Hat-Ami, Character ID:1
[07-29 16:50:44]5855,Battle King's Robe-Ami, Character ID:1
[07-29 16:50:44]5856,Battle King's Gloves-Ami, Character ID:1
[07-29 16:50:44]5857,Battle King's Boots-Ami, Character ID:1
[07-29 16:50:44]5945,Lance Enchanted Forest Set  Hat, Character ID:2
[07-29 16:50:44]5946,Lance Enchanted Forest Set  Suit, Character ID:2
[07-29 16:50:44]5947,Lance Enchanted Forest Set  Gloves, Character ID:2
[07-29 16:50:44]5948,Lance Enchanted Forest Set  Shoes, Character ID:2
[07-29 16:50:44]5949,Carsise Enchanted Forest Set  Hat, Character ID:1
[07-29 16:50:44]5950,Carsise Enchanted Forest Set  Suit, Character ID:1
[07-29 16:50:44]5951,Carsise Enchanted Forest Set  Gloves, Character ID:1
[07-29 16:50:44]5952,Carsise Enchanted Forest Set  Shoes, Character ID:1
[07-29 16:50:44]5953,Phyllis Enchanted Forest Set  Hat, Character ID:1
[07-29 16:50:44]5954,Phyllis Enchanted Forest Set  Suit, Character ID:1
[07-29 16:50:44]5955,Phyllis Enchanted Forest Set  Gloves, Character ID:1
[07-29 16:50:44]5956,Phyllis Enchanted Forest Set  Shoes, Character ID:1
[07-29 16:50:44]5957,Ami Enchanted Forest Set  Hat, Character ID:1
[07-29 16:50:44]5958,Ami Enchanted Forest Set  Suit, Character ID:1
[07-29 16:50:44]5959,Ami Enchanted Forest Set  Gloves, Character ID:1
[07-29 16:50:44]5960,Ami Enchanted Forest Set  Shoes, Character ID:1
[07-29 16:50:44]5970,White Demon's Hat-Lance, Character ID:2
[07-29 16:50:44]5971,White Demon's Robe-Lance, Character ID:2
[07-29 16:50:44]5972,White Demon's Gloves-Lance, Character ID:2
[07-29 16:50:44]5973,White Demon's Boots-Lance, Character ID:2
[07-29 16:50:44]5974,Black Demon's Hat-Carsise, Character ID:1
[07-29 16:50:44]5975,Black Demon's Robe-Carsise, Character ID:1
[07-29 16:50:44]5976,Black Demon's Gloves-Carsise, Character ID:1
[07-29 16:50:44]5977,Black Demon's Boots-Carsise, Character ID:1
[07-29 16:50:44]5978,White Demon's Hat-Phyllis, Character ID:1
[07-29 16:50:44]5979,White Demon's Robe-Phyllis, Character ID:1
[07-29 16:50:44]5980,White Demon's Gloves-Phyllis, Character ID:1
[07-29 16:50:44]5981,White Demon's Boots-Phyllis, Character ID:1
[07-29 16:50:44]5982,Black Demon's Hat-Ami, Character ID:1
[07-29 16:50:44]5983,Black Demon's Robe-Ami, Character ID:1
[07-29 16:50:44]5984,Black Demon's Gloves-Ami, Character ID:1
[07-29 16:50:44]5985,Black Demon's Boots-Ami, Character ID:1
[07-29 16:50:44]5986,Witch's Hat, Character ID:1
[07-29 16:50:44]5987,Witch's Robe, Character ID:1
[07-29 16:50:44]5988,Witch's Gloves, Character ID:1
[07-29 16:50:44]5989,Witch's Boots, Character ID:1
[07-29 16:50:44]5990,Aurora Blade, Character ID:2
[07-29 16:50:44]5991,Divinity Blade, Character ID:2
[07-29 16:50:44]5992,Templar's Robe-Lance, Character ID:2
[07-29 16:50:44]5993,Templar's Gloves-Lance, Character ID:2
[07-29 16:50:44]5994,Templar's Shoes-Lance, Character ID:2
[07-29 16:50:44]6096,Heaven Sword, Character ID:2
[07-29 16:50:44]6097,Crusaders Shield, Character ID:4
[07-29 16:50:44]6098,Bane Bow, Character ID:2
[07-29 16:50:44]6099,Judgment Shot, Character ID:2
[07-29 16:50:44]6100,Dreadful Dagger, Character ID:2
[07-29 16:50:44]6101,Aegis Sword, Character ID:1
[07-29 16:50:44]6102,Redemption Staff, Character ID:1
[07-29 16:50:44]6103,Amulet Staff, Character ID:1
[07-29 16:50:44]6104,Redemption of Epic Prowess, Character ID:2
[07-29 16:50:44]6105,Guard of Epic Prowess, Character ID:2
[07-29 16:50:44]6106,Bless of Epic Prowess, Character ID:2
[07-29 16:50:44]6107,Favor of Epic Prowess, Character ID:2
[07-29 16:50:44]6108,Redemption of Honor, Character ID:2
[07-29 16:50:44]6109,Guard of Honor, Character ID:2
[07-29 16:50:44]6110,Bless of Honor, Character ID:2
[07-29 16:50:44]6111,Mercy of Honor, Character ID:2
[07-29 16:50:44]6112,Redemption of Sacrifice, Character ID:1
[07-29 16:50:44]6113,Guard of Sacrifice, Character ID:1
[07-29 16:50:44]6114,Bless of Sacrifice, Character ID:1
[07-29 16:50:44]6115,Mercy of Sacrifice, Character ID:1
[07-29 16:50:44]6116,Redemption of Justice, Character ID:2
[07-29 16:50:44]6117,Guard of Justice, Character ID:2
[07-29 16:50:44]6118,Bless of Justice, Character ID:2
[07-29 16:50:44]6119,Mercy of Justice, Character ID:2
[07-29 16:50:44]6120,Redemption of Empathy, Character ID:1
[07-29 16:50:44]6121,Guard of Empathy, Character ID:1
[07-29 16:50:44]6122,Bless of Empathy, Character ID:1
[07-29 16:50:44]6123,Mercy of Empathy, Character ID:1
[07-29 16:50:44]6124,Redemption of Inspiration, Character ID:1
[07-29 16:50:44]6125,Guard of Inspiration, Character ID:1
[07-29 16:50:44]6126,Bless of Inspiration, Character ID:1
[07-29 16:50:44]6127,Mercy of Inspiration, Character ID:1
[07-29 16:50:44]6128,Holy Ice Sword, Character ID:2
[07-29 16:50:44]6129,Savage Bull Shield, Character ID:4
[07-29 16:50:44]6130,Wing Bow, Character ID:2
[07-29 16:50:44]6132,Green Jade Blade, Character ID:2
[07-29 16:50:44]6133,Soul Stealing Sword, Character ID:1
[07-29 16:50:44]6134,Dark Staff, Character ID:1
[07-29 16:50:44]6135,Magic Staff, Character ID:1
[07-29 16:50:44]6136,Battle Smallsword, Character ID:2
[07-29 16:50:44]6137,Battle Shield, Character ID:4
[07-29 16:50:44]6138,Battle Bow, Character ID:2
[07-29 16:50:44]6139,Battle Gun, Character ID:2
[07-29 16:50:44]6140,Battle Blade, Character ID:2
[07-29 16:50:44]6141,Battle Epee, Character ID:1
[07-29 16:50:44]6142,Battle Magic Staff, Character ID:1
[07-29 16:50:44]6143,Battle Holy Staff, Character ID:1
[07-29 16:50:44]6144,Forest Battle Robe, Character ID:2
[07-29 16:50:44]6145,Forest Battle Gloves, Character ID:2
[07-29 16:50:44]6146,Forest Battle Boots, Character ID:2
[07-29 16:50:44]6147,Holy Armor, Character ID:2
[07-29 16:50:44]6148,Holy Armor Gloves, Character ID:2
[07-29 16:50:44]6149,Holy Armor Boots, Character ID:2
[07-29 16:50:44]6150,Savage Armor, Character ID:1
[07-29 16:50:44]6151,Savage Armor Gloves, Character ID:1
[07-29 16:50:44]6152,Savage Armor Boots, Character ID:1
[07-29 16:50:44]6153,Ice Battle Helmet, Character ID:1
[07-29 16:50:44]6154,Ice Battle Armor, Character ID:2
[07-29 16:50:44]6155,Ice Battle Gloves, Character ID:2
[07-29 16:50:44]6156,Ice Battle Boots, Character ID:2
[07-29 16:50:44]6157,Ice Holy Bandana, Character ID:1
[07-29 16:50:44]6158,Ice Holy Robe, Character ID:1
[07-29 16:50:44]6159,Ice Holy Gloves, Character ID:1
[07-29 16:50:44]6160,Ice Holy Boots, Character ID:1
[07-29 16:50:44]6161,Ice Spirit  Bandana, Character ID:1
[07-29 16:50:44]6162,Ice Magic Robe, Character ID:1
[07-29 16:50:44]6163,Ice Spirit Gloves, Character ID:1
[07-29 16:50:44]6164,Ice Spirit Boots, Character ID:1
[07-29 16:50:44]6165,Sealed Heaven Sword, Character ID:2
[07-29 16:50:44]6166,Sealed Crusaders Shield, Character ID:4
[07-29 16:50:44]6167,Sealed Bane Bow, Character ID:2
[07-29 16:50:44]6168,Sealed Judgment Shot, Character ID:2
[07-29 16:50:44]6169,Sealed Dreadful Dagger, Character ID:2
[07-29 16:50:44]6170,Sealed Aegis Sword, Character ID:1
[07-29 16:50:44]6171,Sealed Redemption Staff, Character ID:1
[07-29 16:50:44]6172,Sealed Amulet Staff, Character ID:1
[07-29 16:50:44]6173,Sealed Redemption of Epic Prowess, Character ID:2
[07-29 16:50:44]6174,Sealed Guard of Epic Prowess, Character ID:2
[07-29 16:50:44]6175,Sealed Bless of Epic Prowess, Character ID:2
[07-29 16:50:44]6176,Sealed Mercy of Epic Prowess, Character ID:2
[07-29 16:50:44]6177,Sealed Redemption of Honor, Character ID:2
[07-29 16:50:44]6178,Sealed Guard of Honor, Character ID:2
[07-29 16:50:44]6179,Sealed Bless of Honor, Character ID:2
[07-29 16:50:44]6180,Sealed Mercy of Honor, Character ID:2
[07-29 16:50:44]6181,Sealed Redemption of Sacrifice, Character ID:1
[07-29 16:50:44]6182,Sealed Guard of Sacrifice, Character ID:1
[07-29 16:50:44]6183,Sealed Bless of Sacrifice, Character ID:1
[07-29 16:50:44]6184,Sealed Mercy of Sacrifice, Character ID:1
[07-29 16:50:44]6185,Sealed Redemption of Justice, Character ID:2
[07-29 16:50:44]6186,Sealed Guard of Justice, Character ID:2
[07-29 16:50:44]6187,Sealed Bless of Justice, Character ID:2
[07-29 16:50:44]6188,Sealed Mercy of Justice, Character ID:2
[07-29 16:50:44]6189,Sealed Redemption of Empathy, Character ID:1
[07-29 16:50:44]6190,Sealed Guard of Empathy, Character ID:1
[07-29 16:50:44]6191,Sealed Bless of Empathy, Character ID:1
[07-29 16:50:44]6192,Sealed Mercy of Empathy, Character ID:1
[07-29 16:50:44]6193,Sealed Redemption of Inspiration, Character ID:1
[07-29 16:50:44]6194,Sealed Guard of Inspiration, Character ID:1
[07-29 16:50:44]6195,Sealed Bless of Inspiration, Character ID:1
[07-29 16:50:44]6196,Sealed Mercy of Inspiration, Character ID:1
